History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,MSM - MSC Industrial Direct,2.28,,258539,$84.10,"$21,743,000",,$93.47,11.14%,$65.31,$96.99,FPA Queens Road Small Cap Value Fund,1
≡,SFM - Sprouts Farmers Market Inc.,2.21,Add 89.51%,264656,$79.67,"$21,085,000",,$67.56,-15.20%,$64.75,$182.00,FPA Queens Road Small Cap Value Fund,1
≡,FN - Fabrinet,2.09,Reduce 68.81%,43673,$455.27,"$19,883,000",,$496.78,9.12%,$148.55,$531.22,FPA Queens Road Small Cap Value Fund,1
≡,GIII - G-III Apparel Group,2.06,,677440,$28.96,"$19,619,000",,$30.63,5.77%,$20.27,$34.72,FPA Queens Road Small Cap Value Fund,1
≡,HMN - Horace Mann Educators,2.02,,415832,$46.18,"$19,203,000",,$43.13,-6.60%,$37.87,$47.96,FPA Queens Road Small Cap Value Fund,1
≡,SCHL - Scholastic Corp.,1.97,Add 12.34%,631707,$29.63,"$18,717,000",,$33.89,14.38%,$15.28,$35.98,FPA Queens Road Small Cap Value Fund,1
≡,UPBD - Upbound Group Inc.,1.95,Add 13.01%,1055661,$17.56,"$18,537,000",,$20.20,15.03%,$15.48,$27.98,FPA Queens Road Small Cap Value Fund,1
≡,LEVI - Levi Strauss & Co.,1.91,,878700,$20.74,"$18,224,000",,$21.83,5.26%,$11.83,$24.49,FPA Queens Road Small Cap Value Fund,1
≡,SAIC - Science Applications International Corp.,1.64,Reduce 23.17%,154904,$100.66,"$15,593,000",,$85.18,-15.38%,$81.08,$122.84,FPA Queens Road Small Cap Value Fund,1
≡,PLUS - ePlus Inc.,1.62,Add 759.16%,176077,$87.70,"$15,442,000",,$82.41,-6.03%,$53.50,$93.98,FPA Queens Road Small Cap Value Fund,1
≡,AAP - Advance Auto Parts,1.42,,343013,$39.30,"$13,480,000",,$56.74,44.38%,$28.24,$69.24,FPA Queens Road Small Cap Value Fund,1
≡,IAC - IAC Inc.,1.4,Reduce 15.98%,341303,$39.10,"$13,345,000",,$34.27,-12.35%,$29.56,$41.86,FPA Queens Road Small Cap Value Fund,1
≡,DAR - Darling Ingredients Inc.,1.25,,331396,$36.00,"$11,930,000",,$50.97,41.58%,$26.00,$52.88,FPA Queens Road Small Cap Value Fund,1
≡,ECG - Everus Construction Group Inc.,1.25,,139479,$85.56,"$11,934,000",,$101.53,18.67%,$31.38,$107.65,FPA Queens Road Small Cap Value Fund,1
≡,QRVO - Qorvo Inc.,1.21,,136153,$84.51,"$11,506,000",,$84.29,-0.26%,$49.46,$106.30,FPA Queens Road Small Cap Value Fund,1
≡,DCO - Ducommun Inc.,1.1,,109929,$95.13,"$10,458,000",,$125.19,31.60%,$51.76,$126.39,FPA Queens Road Small Cap Value Fund,1
≡,GGG - Graco Inc.,0.7,,81171,$81.98,"$6,654,000",,$94.30,15.03%,$71.10,$95.69,FPA Queens Road Small Cap Value Fund,1
≡,GPK - Graphic Packaging Hldg Co.,0.58,Add 33.28%,363852,$15.06,"$5,480,000",,$12.37,-17.86%,$11.83,$27.58,FPA Queens Road Small Cap Value Fund,1
≡,CNXC - Concentrix Corp.,0.55,Reduce 30.31%,125731,$41.58,"$5,228,000",,$31.78,-23.57%,$29.35,$64.11,FPA Queens Road Small Cap Value Fund,1
≡,VSEC - VSE Corp.,0.55,Reduce 14.86%,30204,$172.76,"$5,218,000",,$213.34,23.49%,$95.86,$225.00,FPA Queens Road Small Cap Value Fund,1
≡,CSW - CSW Industrials Inc.,0.45,Reduce 5.09%,14730,$293.55,"$4,324,000",,$294.09,0.18%,$229.97,$337.87,FPA Queens Road Small Cap Value Fund,1
≡,FSBC - Five Star Bancorp,0.37,,97223,$35.78,"$3,479,000",,$40.63,13.56%,$21.65,$42.26,FPA Queens Road Small Cap Value Fund,1
≡,FSTR - LB Foster Co.,0.29,,102635,$26.95,"$2,766,000",,$31.89,18.33%,$17.16,$32.63,FPA Queens Road Small Cap Value Fund,1
≡,DECK - Deckers Outdoor,0.26,,23807,$103.67,"$2,468,000",,$117.35,13.20%,$78.91,$156.61,FPA Queens Road Small Cap Value Fund,1
≡,GOOGL - Alphabet Inc.,6.12,Reduce 21.36%,1390001,$313.00,"$435,070,000",,$302.02,-3.51%,$140.14,$349.00,Steven Romick - FPA Crescent Fund,1
≡,ADI - Analog Devices,4.81,Reduce 5.61%,1260676,$271.20,"$341,895,000",,$337.51,24.45%,$156.76,$343.96,Steven Romick - FPA Crescent Fund,1
≡,META - Meta Platforms Inc.,4.25,Reduce 0.45%,457981,$660.09,"$302,309,000",,$639.29,-3.15%,$478.72,$795.06,Steven Romick - FPA Crescent Fund,1
≡,TEL - TE Connectivity plc,3.68,Reduce 18.66%,1148440,$227.51,"$261,282,000",,$235.90,3.69%,$115.00,$249.84,Steven Romick - FPA Crescent Fund,1
≡,C - Citigroup Inc.,3.6,Reduce 7.82%,2192317,$116.69,"$255,821,000",,$113.78,-2.49%,$54.10,$125.16,Steven Romick - FPA Crescent Fund,1
≡,GOOG - Alphabet Inc. CL C,3.4,Reduce 14.07%,769465,$313.80,"$241,458,000",,$302.82,-3.50%,$142.27,$350.15,Steven Romick - FPA Crescent Fund,1
≡,BDX - Becton Dickinson,3.22,Buy,1180043,$194.07,"$229,011,000",,$177.38,-8.60%,$126.24,$182.75,Steven Romick - FPA Crescent Fund,1
≡,HKHHF - Heineken Holding NV,3.18,,3088974,$73.23,"$226,201,000",,$80.50,9.93%,$65.91,$81.19,Steven Romick - FPA Crescent Fund,1
≡,JDEPY - JDE Peets NV,3.1,,5885188,$37.40,"$220,099,000",,$18.76,-49.84%,$8.48,$19.75,Steven Romick - FPA Crescent Fund,1
≡,IFF - International Flavors & Fragrances Inc.,3.0,Add 5.52%,3163067,$67.39,"$213,159,000",,$82.74,22.78%,$58.78,$84.47,Steven Romick - FPA Crescent Fund,1
≡,AMZN - Amazon.com Inc.,2.84,Reduce 3.66%,875695,$230.82,"$202,128,000",,$201.15,-12.85%,$161.38,$258.60,Steven Romick - FPA Crescent Fund,1
≡,SAFRF - Safran SA,2.67,,544912,$348.32,"$189,806,000",,$397.39,14.09%,$211.46,$400.51,Steven Romick - FPA Crescent Fund,1
≡,AZE.BR - Azelis Group NV,2.6,Buy,16929662,$10.93,"$184,967,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,PROSF - Prosus NV,2.51,,2882508,$61.92,"$178,486,000",,$49.30,-20.38%,$39.33,$72.77,Steven Romick - FPA Crescent Fund,1
≡,AON - Aon Plc,2.37,,477746,$352.88,"$168,587,000",,$325.96,-7.63%,$304.59,$409.47,Steven Romick - FPA Crescent Fund,1
≡,GLNCY - Glencore Plc,2.07,,26947501,$5.47,"$147,305,000",,$13.49,146.62%,$5.58,$14.67,Steven Romick - FPA Crescent Fund,1
≡,JEF - Jefferies Financial Group Inc.,1.99,,2277248,$61.97,"$141,121,000",,$51.98,-16.12%,$38.16,$70.00,Steven Romick - FPA Crescent Fund,1
≡,AMRZ.SW - AMRIZE Ltd.,1.85,,2429341,$54.08,"$131,379,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,FERG - Ferguson Enterprises Inc.,1.81,Reduce 0.95%,576928,$222.63,"$128,441,000",,$259.67,16.64%,$144.32,$271.64,Steven Romick - FPA Crescent Fund,1
≡,LPLA - LPL Financial Holdings Inc.,1.73,Reduce 12.69%,344126,$357.17,"$122,911,000",,$322.19,-9.79%,$262.20,$402.91,Steven Romick - FPA Crescent Fund,1
≡,CMCSA - Comcast Corp.,1.68,Reduce 43.62%,3996138,$29.89,"$119,445,000",,$31.55,5.55%,$23.89,$34.24,Steven Romick - FPA Crescent Fund,1
≡,ERFSF - Eurofins Scientific SE,1.68,,1637209,$73.13,"$119,729,000",,$79.31,8.45%,$47.99,$86.20,Steven Romick - FPA Crescent Fund,1
≡,028260.KS - Samsung C&T Corp.,1.58,Reduce 2.70%,675846,$166.09,"$112,253,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,FBIN - Fortune Brands Innovations Inc.,1.55,Add 19.90%,2196279,$50.02,"$109,858,000",,$52.55,5.06%,$44.04,$68.03,Steven Romick - FPA Crescent Fund,1
≡,ICLR - ICON plc,1.49,,580243,$182.22,"$105,732,000",,$88.62,-51.37%,$66.57,$211.00,Steven Romick - FPA Crescent Fund,1
≡,NXPI - NXP Semiconductors NV,1.47,,482460,$217.06,"$104,723,000",,$245.09,12.91%,$146.07,$256.36,Steven Romick - FPA Crescent Fund,1
≡,CFRUY - Compagnie Financiere Richemont Switz ADR,1.36,Reduce 14.67%,446942,$215.65,"$96,384,000",,$20.61,-90.44%,$14.54,$22.15,Steven Romick - FPA Crescent Fund,1
≡,LBRDK - Liberty Broadband Corp. CL C,1.29,Buy,1890532,$48.60,"$91,880,000",,$55.09,13.35%,$42.10,$97.16,Steven Romick - FPA Crescent Fund,1
≡,MTN - Vail Resorts Inc.,1.26,Add 6.98%,672835,$132.80,"$89,352,000",,$137.75,3.73%,$124.15,$167.80,Steven Romick - FPA Crescent Fund,1
≡,NPCPF - Nippon Paint Holdings Co Ltd,1.2,Buy,12787300,$6.70,"$85,620,000",,$6.99,4.33%,$6.13,$8.12,Steven Romick - FPA Crescent Fund,1
≡,MICC - Magnum Ice Cream Co NV,1.15,Buy,5106808,$15.96,"$81,512,000",,$15.91,-0.31%,$14.45,$19.93,Steven Romick - FPA Crescent Fund,1
≡,003550.KS - LG Corp.,1.14,,1442197,$56.03,"$80,803,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,HCMLF - Holcim Ltd.,1.13,,826751,$97.35,"$80,484,000",,$91.36,-6.15%,$65.01,$119.55,Steven Romick - FPA Crescent Fund,1
≡,PDRDY - Pernod-Ricard SA,1.12,Add 15.66%,926151,$85.63,"$79,305,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,NOV - Nov Inc.,1.11,Buy,5037287,$15.63,"$78,733,000",,$19.07,22.01%,$10.48,$19.60,Steven Romick - FPA Crescent Fund,1
≡,TMO - Thermo Fisher Scientific,1.1,Buy,134470,$579.45,"$77,919,000",,$501.59,-13.44%,$384.82,$643.99,Steven Romick - FPA Crescent Fund,1
≡,MAR - Marriott Int'l.,1.07,Reduce 15.20%,244440,$310.24,"$75,835,000",,$359.94,16.02%,$203.87,$370.00,Steven Romick - FPA Crescent Fund,1
≡,BIO - Bio-Rad Laboratories Inc.,1.04,,243903,$302.99,"$73,900,000",,$264.93,-12.56%,$211.43,$343.12,Steven Romick - FPA Crescent Fund,1
≡,KMX - CarMax Inc.,1.0,Add 20.72%,1836295,$38.64,"$70,954,000",,$42.25,9.34%,$30.26,$89.47,Steven Romick - FPA Crescent Fund,1
≡,CHTR - Charter Communications,0.96,Reduce 17.24%,325576,$208.75,"$67,964,000",,$237.01,13.54%,$180.38,$437.06,Steven Romick - FPA Crescent Fund,1
≡,KMI - Kinder Morgan,0.96,,2488164,$27.49,"$68,400,000",,$32.13,16.88%,$22.95,$32.58,Steven Romick - FPA Crescent Fund,1
≡,MKGAF - Merck KGaA,0.93,Buy,465134,$142.73,"$66,387,000",,$153.21,7.34%,$116.18,$159.34,Steven Romick - FPA Crescent Fund,1
≡,WFC - Wells Fargo,0.92,Reduce 13.92%,703204,$93.20,"$65,539,000",,$87.40,-6.22%,$57.18,$97.28,Steven Romick - FPA Crescent Fund,1
≡,NATL - NCR Atleos Corp.,0.89,,1660761,$38.11,"$63,292,000",,$42.38,11.20%,$22.30,$43.43,Steven Romick - FPA Crescent Fund,1
≡,WAB - WABTEC Corp.,0.84,,281311,$213.45,"$60,046,000",,$259.69,21.66%,$151.06,$262.40,Steven Romick - FPA Crescent Fund,1
≡,IMDZF - IMCD NV,0.82,Buy,640089,$90.76,"$58,097,000",,$107.03,17.93%,$86.28,$142.06,Steven Romick - FPA Crescent Fund,1
≡,DEI - Douglas Emmett Inc.,0.79,Add 24.24%,5119454,$10.99,"$56,263,000",,$9.97,-9.28%,$9.53,$16.55,Steven Romick - FPA Crescent Fund,1
≡,UBER - Uber Technologies Inc.,0.69,,602717,$81.71,"$49,248,000",,$70.53,-13.68%,$60.63,$101.99,Steven Romick - FPA Crescent Fund,1
≡,DELL - Dell Technologies Inc.,0.68,Reduce 8.49%,382985,$125.88,"$48,210,000",,$116.09,-7.78%,$65.04,$167.35,Steven Romick - FPA Crescent Fund,1
≡,HRSEF - Hirose Electric Co Ltd,0.68,Buy,438300,$110.66,"$48,504,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,VNO - Vornado Realty Trust,0.68,,1448615,$33.28,"$48,210,000",,$29.02,-12.80%,$28.08,$42.43,Steven Romick - FPA Crescent Fund,1
≡,271560.KS - ORION Corp.,0.67,Add 23.13%,651117,$73.28,"$47,711,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,MCDIF - McDermott International Inc.,0.6,,2851885,$15.00,"$42,778,000",,$26.23,74.87%,$6.50,$27.00,Steven Romick - FPA Crescent Fund,1
≡,VYX - NCR Voyix Corp.,0.52,Add 32.14%,3636184,$10.20,"$37,089,000",,$9.26,-9.22%,$7.55,$14.67,Steven Romick - FPA Crescent Fund,1
≡,6465.T - Hoshizaki Corp.,0.43,Add 15.89%,919020,$33.31,"$30,612,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,NTDOF - Nintendo Co. Ltd,0.43,Reduce 10.68%,455180,$67.51,"$30,731,000",,$55.55,-17.72%,$54.01,$101.01,Steven Romick - FPA Crescent Fund,1
≡,SDXOF - Sodexo SA,0.41,Buy,562744,$51.24,"$28,833,000",,$56.19,9.66%,$47.01,$75.34,Steven Romick - FPA Crescent Fund,1
≡,AVTR - Avantor Inc.,0.4,Buy,2490982,$11.46,"$28,547,000",,$9.05,-21.03%,$8.90,$18.02,Steven Romick - FPA Crescent Fund,1
≡,GPOR - Gulfport Energy Corp.,0.33,Reduce 25.54%,111713,$207.99,"$23,235,000",,$195.15,-6.17%,$153.27,$225.78,Steven Romick - FPA Crescent Fund,1
≡,SATS - EchoStar Corp.,0.26,Reduce 55.84%,170053,$108.70,"$18,485,000",,$113.00,3.96%,$14.90,$132.25,Steven Romick - FPA Crescent Fund,1
≡,AVGO - Broadcom Inc.,0.25,Reduce 31.95%,51455,$346.11,"$17,809,000",,$332.54,-3.92%,$137.28,$413.82,Steven Romick - FPA Crescent Fund,1
≡,0019.HK - Swire Pacific Ltd,0.24,,2098628,$8.06,"$16,918,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,RPHCF - Rohto Pharmaceutical Co Ltd,0.24,Buy,1007600,$16.76,"$16,891,000",,,,,,Steven Romick - FPA Crescent Fund,1
≡,PCG - PG&E Corp.,0.16,,720710,$16.07,"$11,582,000",,$18.02,12.13%,$12.91,$18.38,Steven Romick - FPA Crescent Fund,1
≡,SSDOY - Shiseido Co. Ltd.,0.02,Reduce 90.60%,83300,$14.55,"$1,212,000",,$21.76,49.55%,$13.60,$21.79,Steven Romick - FPA Crescent Fund,1
≡,AKAM - Akamai Technologies Inc.,3.26,Buy,34500,$89.51,"$3,088,000",,$108.42,21.13%,$67.51,$113.50,Hillman Value Fund,1
≡,DD - DuPont de Nemours Inc.,2.89,Add 90.33%,68900,$39.77,"$2,740,000",,$50.87,27.91%,$21.15,$52.66,Hillman Value Fund,1
≡,NUE - Nucor Corp.,2.84,Reduce 14.21%,16900,$159.47,"$2,695,000",,$183.64,15.16%,$96.46,$196.90,Hillman Value Fund,1
≡,USB - U.S. Bancorp,2.82,,54500,$49.05,"$2,673,000",,$58.17,18.59%,$34.10,$61.19,Hillman Value Fund,1
≡,WST - West Pharmaceutical Services,2.81,Reduce 6.50%,9600,$277.29,"$2,662,000",,$243.19,-12.30%,$186.77,$321.79,Hillman Value Fund,1
≡,GSK - GSK plc,2.8,Reduce 20.06%,55400,$47.85,"$2,651,000",,$60.87,27.21%,$31.38,$61.03,Hillman Value Fund,1
≡,HSY - Hershey Co.,2.76,Reduce 5.44%,13900,$188.06,"$2,614,000",,$219.40,16.66%,$146.80,$233.34,Hillman Value Fund,1
≡,WBD - Warner Bros. Discovery Inc.,2.75,Reduce 18.81%,108700,$24.00,"$2,609,000",,$28.75,19.79%,$7.52,$30.00,Hillman Value Fund,1
≡,BMY - Bristol-Myers Squibb,2.72,Reduce 15.62%,52400,$49.20,"$2,578,000",,$60.35,22.66%,$41.88,$62.05,Hillman Value Fund,1
≡,BIIB - Biogen Inc.,2.71,Reduce 27.69%,14100,$182.06,"$2,567,000",,$195.62,7.45%,$110.04,$202.41,Hillman Value Fund,1
≡,UPS - United Parcel Service,2.71,Reduce 15.90%,26800,$95.78,"$2,567,000",,$115.51,20.60%,$79.49,$120.73,Hillman Value Fund,1
≡,ASML - ASML Holding NV,2.68,Reduce 17.24%,2400,$1060.00,"$2,544,000",,$1419.78,33.94%,$573.49,$1491.51,Hillman Value Fund,1
≡,TSM - Taiwan Semiconductor S.A.,2.68,Reduce 10.36%,8700,$291.49,"$2,536,000",,$364.20,24.94%,$133.00,$380.00,Hillman Value Fund,1
≡,CVS - CVS Health Corp.,2.67,Reduce 13.22%,31500,$80.35,"$2,531,000",,$78.20,-2.68%,$56.79,$84.46,Hillman Value Fund,1
≡,ZBH - Zimmer Biomet Holdings,2.65,Reduce 4.56%,25800,$97.52,"$2,516,000",,$97.15,-0.38%,$84.59,$113.56,Hillman Value Fund,1
≡,IFF - International Flavors & Fragrances Inc.,2.59,Reduce 10.86%,35300,$69.49,"$2,453,000",,$82.74,19.07%,$58.78,$84.47,Hillman Value Fund,1
≡,KMX - CarMax Inc.,2.59,Add 46.08%,63400,$38.66,"$2,451,000",,$42.25,9.29%,$30.26,$89.47,Hillman Value Fund,1
≡,EL - Estee Lauder Cos.,2.58,Reduce 19.25%,26000,$94.08,"$2,446,000",,$112.14,19.20%,$47.76,$121.64,Hillman Value Fund,1
≡,NKE - NIKE Inc.,2.58,,37800,$64.63,"$2,443,000",,$64.82,0.29%,$51.34,$80.55,Hillman Value Fund,1
≡,DIS - Walt Disney Co.,2.57,Reduce 4.12%,23300,$104.46,"$2,434,000",,$105.44,0.94%,$79.22,$123.85,Hillman Value Fund,1
≡,KHC - Kraft Heinz Co.,2.57,Reduce 11.43%,95300,$25.51,"$2,431,000",,$23.78,-6.78%,$21.99,$31.87,Hillman Value Fund,1
≡,UNH - United Health Group Inc.,2.57,Reduce 6.33%,7400,$329.73,"$2,440,000",,$289.09,-12.33%,$231.57,$594.32,Hillman Value Fund,1
≡,BDX - Becton Dickinson,2.52,Reduce 17.45%,12300,$193.98,"$2,386,000",,$177.38,-8.56%,$126.24,$182.75,Hillman Value Fund,1
≡,PFE - Pfizer Inc.,2.52,Reduce 18.18%,92700,$25.74,"$2,386,000",,$27.37,6.33%,$19.50,$27.94,Hillman Value Fund,1
≡,MSFT - Microsoft Corp.,2.49,Reduce 7.69%,4800,$492.08,"$2,362,000",,$396.86,-19.35%,$342.95,$553.50,Hillman Value Fund,1
≡,BUD - Anheuser-Busch InBev,2.47,Reduce 10.59%,38000,$61.53,"$2,338,000",,$79.29,28.86%,$51.43,$81.56,Hillman Value Fund,1
≡,VZ - Verizon Communications,2.47,Reduce 11.76%,57000,$41.11,"$2,343,000",,$48.93,19.02%,$10.42,$50.24,Hillman Value Fund,1
≡,CPB - Campbell's Co.,2.44,Reduce 10.71%,75900,$30.47,"$2,313,000",,$27.77,-8.86%,$25.62,$41.73,Hillman Value Fund,1
≡,BF.B - Brown-Forman Corp.,2.43,Reduce 11.28%,79400,$28.98,"$2,301,000",,$29.26,0.97%,$25.13,$37.94,Hillman Value Fund,1
≡,TROW - T. Rowe Price Group,2.4,Reduce 15.27%,22200,$102.39,"$2,273,000",,$93.81,-8.38%,$74.96,$115.38,Hillman Value Fund,1
≡,CAG - Conagra Brands Inc.,2.39,,127100,$17.85,"$2,269,000",,$18.89,5.83%,$15.65,$26.52,Hillman Value Fund,1
≡,STZ - Constellation Brands,2.36,,16400,$136.40,"$2,237,000",,$152.70,11.95%,$125.63,$192.99,Hillman Value Fund,1
≡,CMCSA - Comcast Corp.,2.34,,83077,$26.69,"$2,217,000",,$31.55,18.21%,$23.89,$34.24,Hillman Value Fund,1
≡,FISV - Fiserv Inc.,2.28,Add 72.87%,35100,$61.48,"$2,158,000",,$63.45,3.20%,$57.79,$238.59,Hillman Value Fund,1
≡,DEO - Diageo ADR,2.25,Reduce 11.74%,23300,$91.63,"$2,135,000",,$96.45,5.26%,$84.52,$113.71,Hillman Value Fund,1
≡,BAX - Baxter International Inc.,2.24,Reduce 9.58%,113200,$18.74,"$2,121,000",,$20.74,10.67%,$17.39,$37.25,Hillman Value Fund,1
≡,ADBE - Adobe Inc.,2.23,Reduce 12.00%,6600,$320.15,"$2,113,000",,$260.45,-18.65%,$251.10,$464.33,Hillman Value Fund,1
≡,BA - Boeing Co.,2.19,Reduce 12.00%,11000,$189.00,"$2,079,000",,$244.04,29.12%,$128.88,$254.35,Hillman Value Fund,1
≡,CRM - Salesforce.com,2.19,Reduce 18.18%,9000,$230.56,"$2,075,000",,$184.29,-20.07%,$180.24,$327.60,Hillman Value Fund,1
≡,GM - General Motors,20.01,Reduce 34.19%,15178957,$81.32,"$1,234,353,000",,$81.22,-0.12%,$41.28,$87.62,Greenhaven Associates,1
≡,LEN - Lennar Corp.,16.82,Add 4.57%,10094147,$102.80,"$1,037,678,000",,$121.44,18.13%,$96.69,$142.99,Greenhaven Associates,1
≡,TOL - Toll Brothers,12.28,Add 0.40%,5603187,$135.22,"$757,663,000",,$163.83,21.16%,$85.93,$168.36,Greenhaven Associates,1
≡,PHM - PulteGroup Inc.,10.52,Reduce 0.64%,5534428,$117.26,"$648,967,000",,$141.58,20.74%,$87.56,$144.50,Greenhaven Associates,1
≡,DHI - D.R. Horton,8.13,Reduce 4.22%,3484146,$144.03,"$501,822,000",,$166.29,15.46%,$109.15,$183.45,Greenhaven Associates,1
≡,OSK - Oshkosh Corp.,5.13,Reduce 0.21%,2521296,$125.63,"$316,750,000",,$168.47,34.10%,$75.59,$179.89,Greenhaven Associates,1
≡,AVTR - Avantor Inc.,3.81,Add 11.95%,20500653,$11.46,"$234,937,000",,$9.05,-21.03%,$8.90,$18.02,Greenhaven Associates,1
≡,ARW - Arrow Electronics,3.39,Add 0.08%,1899971,$110.18,"$209,339,000",,$152.79,38.67%,$86.50,$160.63,Greenhaven Associates,1
≡,BAX - Baxter International Inc.,3.31,Add 70.05%,10693223,$19.11,"$204,347,000",,$20.74,8.53%,$17.39,$37.25,Greenhaven Associates,1
≡,LEA - Lear Corp.,3.3,Reduce 1.10%,1776038,$114.60,"$203,534,000",,$136.70,19.28%,$72.17,$142.84,Greenhaven Associates,1
≡,AVT - Avnet Inc.,3.06,Reduce 0.00%,3928866,$48.08,"$188,900,000",,$65.05,35.30%,$38.43,$67.57,Greenhaven Associates,1
≡,SLB - Schlumberger Ltd.,2.9,Buy,4660827,$38.38,"$178,883,000",,$49.84,29.86%,$30.19,$52.40,Greenhaven Associates,1
≡,MRP - Millrose Properties,2.23,Reduce 0.10%,4596584,$29.87,"$137,300,000",,$31.53,5.56%,$19.27,$34.32,Greenhaven Associates,1
≡,MTH - Meritage Homes Corp.,1.56,Add 0.85%,1465340,$65.80,"$96,419,000",,$80.15,21.81%,$58.19,$83.74,Greenhaven Associates,1
≡,NOV - Nov Inc.,1.46,Reduce 0.04%,5745138,$15.63,"$89,797,000",,$19.07,22.01%,$10.48,$19.60,Greenhaven Associates,1
≡,VBIL - Vanguard 0 3m T Bill ETF,0.94,Add 54.55%,772725,$75.43,"$58,287,000",,$75.53,0.13%,$72.55,$75.54,Greenhaven Associates,1
≡,LEN.B - Lennar Corp. CL B,0.56,,364059,$95.12,"$34,629,000",,$113.99,19.84%,$92.34,$136.11,Greenhaven Associates,1
≡,TFX - Teleflex,0.24,Buy,122079,$122.04,"$14,899,000",,$105.86,-13.26%,$100.18,$178.59,Greenhaven Associates,1
≡,C - Citigroup Inc.,0.06,Reduce 60.06%,33260,$116.69,"$3,881,000",,$113.78,-2.49%,$54.10,$125.16,Greenhaven Associates,1
≡,ICLR - ICON plc,0.05,Reduce 0.09%,17394,$182.25,"$3,170,000",,$88.62,-51.37%,$66.57,$211.00,Greenhaven Associates,1
≡,RHI - Robert Half International,0.05,Buy,104700,$27.16,"$2,844,000",,$24.81,-8.65%,$24.35,$58.16,Greenhaven Associates,1
≡,TMHC - Taylor Morrison Home Corp.,0.05,Buy,47500,$58.86,"$2,796,000",,$68.09,15.68%,$51.90,$72.50,Greenhaven Associates,1
≡,CRH - CRH plc,0.04,Reduce 20.00%,20000,$124.80,"$2,496,000",,$122.02,-2.23%,$75.94,$131.55,Greenhaven Associates,1
≡,A - Agilent Technologies,0.02,,10700,$136.07,"$1,456,000",,$123.87,-8.97%,$95.86,$159.98,Greenhaven Associates,1
≡,JPM - JPMorgan Chase & Co.,0.02,,4000,$322.25,"$1,289,000",,$307.13,-4.69%,$199.32,$335.87,Greenhaven Associates,1
≡,SCHW - Charles Schwab Corp.,0.02,Reduce 16.67%,12500,$99.92,"$1,249,000",,$93.08,-6.85%,$65.08,$107.14,Greenhaven Associates,1
≡,TEX - Terex Corp.,0.02,Reduce 98.69%,19422,$53.39,"$1,037,000",,$69.51,30.19%,$31.19,$71.50,Greenhaven Associates,1
≡,G - Genpact Ltd.,0.01,,10000,$46.80,"$468,000",,$37.73,-19.38%,$34.79,$54.67,Greenhaven Associates,1
≡,STLA - Stellantis N.V.,0.01,,36000,$10.89,"$392,000",,$7.83,-28.10%,$7.03,$13.12,Greenhaven Associates,1
≡,UNP - Union Pacific,0.01,,2032,$231.30,"$470,000",,$262.80,13.62%,$200.99,$265.37,Greenhaven Associates,1
≡,RYCEF - Rolls Royce Holdings plc,18.19,,41891727,$16.01,"$670,673,000",,$17.09,6.75%,$7.54,$17.75,Ruane Cunniff - Sequoia Fund,1
≡,FWONK - Liberty Media Corp Formula One Series C,7.77,,2743813,$104.45,"$286,591,000",,$86.74,-16.96%,$75.26,$109.36,Ruane Cunniff - Sequoia Fund,1
≡,GOOGL - Alphabet Inc.,7.62,,1155584,$243.10,"$280,922,000",,$302.02,24.24%,$140.14,$349.00,Ruane Cunniff - Sequoia Fund,1
≡,UMGNF - Universal Music Grp NV,6.8,,8699174,$28.83,"$250,838,000",,$23.82,-17.38%,$22.50,$33.49,Ruane Cunniff - Sequoia Fund,1
≡,CNSWF - Constellation Software Inc.,6.12,,83113,$2714.65,"$225,623,000",,$1737.54,-35.99%,$1612.70,$3994.67,Ruane Cunniff - Sequoia Fund,1
≡,SCHW - Charles Schwab Corp.,5.97,Reduce 8.89%,2307127,$95.47,"$220,261,000",,$93.08,-2.50%,$65.08,$107.14,Ruane Cunniff - Sequoia Fund,1
≡,ERFSF - Eurofins Scientific SE,5.76,,2926063,$72.53,"$212,236,000",,$79.31,9.35%,$47.99,$86.20,Ruane Cunniff - Sequoia Fund,1
≡,TSM - Taiwan Semiconductor S.A.,5.14,Reduce 2.58%,678985,$279.29,"$189,634,000",,$364.20,30.40%,$133.00,$380.00,Ruane Cunniff - Sequoia Fund,1
≡,COF - Capital One Financial,4.77,,828064,$212.58,"$176,030,000",,$206.74,-2.75%,$141.84,$259.64,Ruane Cunniff - Sequoia Fund,1
≡,ELV - Elevance Health Inc.,4.67,Add 27.29%,533318,$323.12,"$172,326,000",,$344.78,6.70%,$270.83,$451.93,Ruane Cunniff - Sequoia Fund,1
≡,ICE - Intercontinental Exchange Inc.,4.65,,1017373,$168.48,"$171,407,000",,$153.44,-8.93%,$142.74,$188.26,Ruane Cunniff - Sequoia Fund,1
